vOTU,Virulent,Temperate,provirus,completeness,checkv_quality,lifestyle,lifestyle_prediction_method
080613_5_ph_rerun_k141_530492,0.857871286699274,0.14212871330072635,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_53054,0.9453744493392071,0.05462555066079296,No,6.39,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_53112,0.7429749414245747,0.25702505857542585,No,4.91,Low-quality,unclear,Not-determined
080613_5_ph_rerun_k141_534656,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_53598,0.8118782016546146,0.1881217983453865,No,6.12,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_53604,0.8118782016546146,0.1881217983453865,Yes,4.62,Low-quality,lysogenic,checkv
080613_5_ph_rerun_k141_537292,0.6102248729168527,0.38977512708314743,No,4.82,Low-quality,unclear,Not-determined
080613_5_ph_rerun_k141_538392,0.8118782016546146,0.1881217983453865,No,6.3,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_541899,0.05,0.95,No,2.89,Low-quality,lysogenic,bacphlip
080613_5_ph_rerun_k141_545860,0.8118782016546146,0.1881217983453865,No,55.02,Medium-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_54668,0.7626101321585904,0.23738986784140964,No,100,High-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_550231,0.8118782016546146,0.1881217983453865,No,3.91,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_550316,0.8118782016546146,0.1881217983453865,No,6.51,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_552434,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_555563,0.8118782016546146,0.1881217983453865,No,8.38,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_568006,0.8118782016546146,0.1881217983453865,No,4.76,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_569669,0.8118782016546146,0.1881217983453865,No,6.81,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_569844,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_570103,0.8702611545406835,0.12973884545931663,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_575639,0.9570112779837082,0.042988722016291676,No,4.57,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_576274,0.964110712130639,0.03588928786936091,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_577958,0.8439523350208076,0.15604766497919276,No,5.68,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_579547,0.8118782016546146,0.1881217983453865,No,3.58,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_580633,0.9950128148180685,0.004987185181931518,No,3.12,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_582600,0.8118782016546146,0.1881217983453865,No,9.75,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_583395,0,1,No,NA,Not-determined,lysogenic,bacphlip
080613_5_ph_rerun_k141_584302,0.9125,0.0875,Yes,10.9,Low-quality,lysogenic,checkv
080613_5_ph_rerun_k141_585054,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_587996,0.8118782016546146,0.1881217983453865,No,9.18,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_589277,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_591051|provirus_51927_66762,0,1,No,94.35,High-quality,lysogenic,bacphlip
080613_5_ph_rerun_k141_593040,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_593243,0.9125,0.0875,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_594092,0.7,0.3,No,24.42,Low-quality,unclear,Not-determined
080613_5_ph_rerun_k141_596809,0.9602261948935176,0.03977380510648237,Yes,4.62,Low-quality,lysogenic,checkv
080613_5_ph_rerun_k141_597722,0.8691268200909323,0.130873179909068,No,2.78,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_599589,0.9875,0.0125,No,4.4,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_600203,0.9132709251101321,0.08672907488986792,No,3.81,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_604261,0.7752202643171807,0.2247797356828194,No,74.73,Medium-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_606305,0.8267841677528921,0.17321583224710826,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_606405,0.8351289959503753,0.16487100404962501,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_607508,0.9155286343612336,0.08447136563876656,No,6.93,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_609255,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_60979,0.9602261948935176,0.03977380510648237,No,3.48,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_609854,0.8353776216825656,0.16462237831743523,No,7.4,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_612445,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_614218,0.9392208442892294,0.060779155710770597,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_616720,0.8118782016546146,0.1881217983453865,No,2.39,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_617627,1,0,No,5.64,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_618020,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_618137,0.8800312501502798,0.11996874984972046,No,6.64,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_618412,0.8677863436123348,0.13221365638766525,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_619326,0,1,No,NA,Not-determined,lysogenic,bacphlip
080613_5_ph_rerun_k141_619828,0.8118782016546146,0.1881217983453865,No,4.11,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_619991,0.8118782016546146,0.1881217983453865,No,6.16,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_623510,0.9702643171806166,0.029735682819383262,No,4.05,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_623960,0.8653052074041196,0.13469479259588052,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_626142,0.986381236199809,0.013618763800191103,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_626471,0.8848696795023974,0.11513032049760293,No,3.18,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_628605,0.8118782016546146,0.1881217983453865,No,5.56,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_630469,0.8118782016546146,0.1881217983453865,No,5.2,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_631273,0,1,No,7.45,Low-quality,lysogenic,bacphlip
080613_5_ph_rerun_k141_633936,0.8540198481707881,0.14598015182921237,No,26.63,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_634236,0.7073206259063224,0.29267937409367784,No,NA,Not-determined,unclear,Not-determined
080613_5_ph_rerun_k141_636633,0.9054597992345876,0.09454020076541252,No,3.96,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_636798,0.9980882822564713,0.0019117177435286447,No,4.48,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_641650,0.8118782016546146,0.1881217983453865,No,8.74,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_643171,0.9305066079295153,0.06949339207048459,No,1.34,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_647247,0.7300118849743705,0.26998811502562964,No,53.83,Medium-quality,unclear,Not-determined
080613_5_ph_rerun_k141_649988,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_650560,0.825,0.175,No,9.93,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_652593,0.9320112779837082,0.06798872201629169,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_655481,0.8847054257870269,0.11529457421297336,No,7.22,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_657041,0.9472874825401825,0.052712517459817324,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_657114,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_657437,0.9876101321585903,0.012389867841409693,No,13.41,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_659619,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_662544,0.8118782016546146,0.1881217983453865,No,9.55,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_66958,0.897522026431718,0.10247797356828195,No,4.1,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_671198,0.8118782016546146,0.1881217983453865,No,8.49,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_67244,0.8361848552002575,0.16381514479974285,No,7.28,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_67681,0.8118782016546146,0.1881217983453865,No,5.06,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_681587,0.8118782016546146,0.1881217983453865,No,6.78,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_684510,0.9602261948935176,0.03977380510648237,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_685741,0.8118782016546146,0.1881217983453865,No,6.5,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_690042,0.8118782016546146,0.1881217983453865,No,18.83,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_690680,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_691847,0.8118782016546146,0.1881217983453865,No,3.01,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_693514,0.9404185022026432,0.05958149779735683,No,4.35,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_694145,0.8550238645244239,0.14497613547557656,No,6.45,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_694776,0.8396897343386005,0.1603102656614003,No,6.44,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_698709,0.8118782016546146,0.1881217983453865,No,1,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_699401,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_700884,0,1,Yes,7.97,Low-quality,lysogenic,checkv & bacphlip
080613_5_ph_rerun_k141_702425,0.0125,0.9875,No,2.7,Low-quality,lysogenic,bacphlip
080613_5_ph_rerun_k141_7037,0.8118782016546146,0.1881217983453865,No,4.34,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_706069,0.724694777917064,0.2753052220829365,No,7.98,Low-quality,unclear,Not-determined
080613_5_ph_rerun_k141_706317,0.8118782016546146,0.1881217983453865,No,1.76,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_707667,0.8118782016546146,0.1881217983453865,No,2.92,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_708572,0.8550238645244239,0.14497613547557656,No,5.09,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_710934,0,1,No,28.06,Low-quality,lysogenic,bacphlip
080613_5_ph_rerun_k141_713911,0,1,No,NA,Not-determined,lysogenic,bacphlip
080613_5_ph_rerun_k141_713946,0.960022026431718,0.039977973568281935,No,10.62,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_714393,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_714668,0.8490152516760286,0.15098474832397196,No,4.25,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_717916,0.7901982378854626,0.20980176211453744,No,47.61,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_718143,0.8943502470480462,0.10564975295195407,No,2.79,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_71833,0.7877202643171807,0.21227973568281938,No,39.27,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_719385,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_720020,0.9107929515418502,0.08920704845814986,No,4.16,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_720600,0.8287014312450708,0.17129856875493005,No,1.95,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_721230,0.8931167400881058,0.10688325991189436,No,5.73,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_725519,0.9851321585903083,0.014867841409691631,No,8.64,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_726254,0.8118782016546146,0.1881217983453865,No,3.67,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_727779,1,0,No,4.54,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_72783,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_728002,0.775,0.225,No,8.44,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_729236,0.9570112779837082,0.042988722016291676,No,3.15,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_730495,0.8800312501502798,0.11996874984972046,No,5.31,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_735120,0.8455303298433936,0.15446967015660706,No,7.13,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_735763,0.8118782016546146,0.1881217983453865,No,4.44,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_735822,0.9107929515418502,0.08920704845814986,No,5.78,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_736347,0.8118782016546146,0.1881217983453865,No,3.89,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_736582,0.8118782016546146,0.1881217983453865,No,4.31,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_736958,0.9107929515418502,0.08920704845814986,No,2.53,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_737715,0.8575857111268881,0.14241428887311242,No,6.66,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_737858,0.8766666499684458,0.12333335003155461,No,7.02,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_739394,0.9542133590591995,0.04578664094080053,No,9.18,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_749426,1,0,No,7.52,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_749496,0.8943502470480462,0.10564975295195407,No,3.37,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_751791,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_751887,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_751942,0.8118782016546146,0.1881217983453865,No,4.29,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_752432,0.7583301201635554,0.24166987983644508,No,8.48,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_75755,0.9430066079295152,0.056993392070484594,No,2.08,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_762158,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_764985,0.7753555952508476,0.2246444047491532,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_767873,0.9825440528634359,0.017455947136563878,No,7.4,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_767886,0.8118782016546146,0.1881217983453865,No,5.44,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_768266,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_770786,0.997522026431718,0.0024779735682819385,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_77213,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_780226,0.8118782016546146,0.1881217983453865,No,3.98,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_781138,0.8118782016546146,0.1881217983453865,No,5.88,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_786824,0.8905286343612338,0.10947136563876658,No,8.42,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_787206,0.8550238645244239,0.14497613547557656,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_787452,0.33587500829500627,0.6641249917049936,No,NA,Not-determined,lysogenic,bacphlip
080613_5_ph_rerun_k141_788471,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_793779,0.8118782016546146,0.1881217983453865,No,7.85,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_796418,0.9107929515418502,0.08920704845814986,No,5.49,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_800912,0.8118782016546146,0.1881217983453865,No,3.22,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_801193,0.8800312501502798,0.11996874984972046,No,4.25,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_803118,0.9602261948935176,0.03977380510648237,No,5.56,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_805831,0.7901982378854626,0.20980176211453744,No,100,High-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_806153,0.997522026431718,0.0024779735682819385,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_808179,0.8118782016546146,0.1881217983453865,No,7.55,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_810199,0.9602261948935176,0.03977380510648237,No,7.82,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_810299,0.9182268722466962,0.08177312775330403,No,4.45,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_815260,0.931779094256249,0.06822090574375078,No,6.62,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_815445,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_816439,0.9613023420865862,0.03869765791341377,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_817272,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_817925,0.7694102749679972,0.23058972503200342,No,4.06,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_818609,0.8118782016546146,0.1881217983453865,No,5.63,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_818932,0.9924710893265505,0.007528910673449528,No,3.29,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_820157,0.8470645545657067,0.15293544543429416,No,8.46,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_823427,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_823461,0.9876101321585903,0.012389867841409693,No,2.66,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_824751,0.8,0.2,No,4.52,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_825124,0.9428964757709251,0.0571035242290749,No,1.96,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_827168,0.8118782016546146,0.1881217983453865,No,6.56,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_828894,0.8118782016546146,0.1881217983453865,No,14.92,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_829405,0.825,0.175,Yes,5.09,Low-quality,lysogenic,checkv
080613_5_ph_rerun_k141_830321,0.8317019902008699,0.16829800979913095,No,8.29,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_830933,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_832087,0.8118782016546146,0.1881217983453865,No,4.25,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_836740,0.9305066079295153,0.06949339207048459,No,8,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_838350,0.025,0.975,No,9.48,Low-quality,lysogenic,bacphlip
080613_5_ph_rerun_k141_838605,0.9474678321109341,0.052532167889065826,No,5.02,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_838655,0.9875,0.0125,No,11.6,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_839794,0.9059190611584423,0.09408093884155777,No,8.37,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_843869,0.8118782016546146,0.1881217983453865,No,5.35,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_847646,0.8118782016546146,0.1881217983453865,No,1.74,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_848245,0.8243630594646278,0.17563694053537307,No,5.48,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_848571,0.9602261948935176,0.03977380510648237,No,1.7,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_852227,0.8470645545657067,0.15293544543429416,No,6.62,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_856038,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_856744,0.8118782016546146,0.1881217983453865,No,9.26,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_857068,0.9520976057576498,0.04790239424235011,No,4.21,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_857656,0.933397034726724,0.0666029652732758,No,6.91,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_858950,0.8168341487911783,0.18316585120882262,No,6.39,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_859556,0,1,No,5.62,Low-quality,lysogenic,bacphlip
080613_5_ph_rerun_k141_860685,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_861664,0.8958149779735682,0.10418502202643183,No,3.01,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_865259,0.8943502470480462,0.10564975295195407,No,6.25,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_866108,0.8118782016546146,0.1881217983453865,No,1.25,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_87427,1,0,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_876282,0.7752202643171807,0.2247797356828194,No,100,High-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_877708,0.2625,0.7375,No,NA,Not-determined,lysogenic,bacphlip
080613_5_ph_rerun_k141_877710,0.8118782016546146,0.1881217983453865,No,7.62,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_879240,0.8118782016546146,0.1881217983453865,No,8.02,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_879388,0.7727422907488988,0.2272577092511013,No,95.8,High-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_881081,0.9107929515418502,0.08920704845814986,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_883618|provirus_1_26391,0,1,No,83.86,Medium-quality,lysogenic,bacphlip
080613_5_ph_rerun_k141_88545,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_88615,0.8118782016546146,0.1881217983453865,No,6.64,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_887500,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_890454,0.9775881057268723,0.02241189427312775,No,7.12,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_895065,0.9626101321585903,0.03738986784140969,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_898551,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_898563,0.7752202643171807,0.2247797356828194,No,90.88,High-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_903029,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_903798,0,1,No,7.03,Low-quality,lysogenic,bacphlip
080613_5_ph_rerun_k141_908620,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_9133,0.9520976057576496,0.04790239424235011,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_91408,0.7926762114537447,0.2073237885462555,No,64.58,Medium-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_917331,0.8710967494733854,0.12890325052661503,No,4.38,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_923801,0.8800312501502798,0.11996874984972046,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_927247,0.8118782016546146,0.1881217983453865,No,1.78,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_928539,0.9443014647860718,0.0556985352139283,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_929799,0.8550238645244239,0.14497613547557656,No,3.89,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_93065,0.8336311192572265,0.16636888074277426,No,3.67,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_932143,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_932244,0.775,0.225,No,93.36,High-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_932478,0.988037727577504,0.01196227242249624,No,1.71,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_935811,1,0,No,5.36,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_937676,0.8118782016546146,0.1881217983453865,No,2.01,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_939206,0.8118782016546146,0.1881217983453865,No,1.19,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_943150,0.9602261948935176,0.03977380510648237,No,7.51,Low-quality,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_947218,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_948983,0.8118782016546146,0.1881217983453865,No,NA,Not-determined,lytic,checkv & bacphlip
080613_5_ph_rerun_k141_949095,0.931779094256249,0.06822090574375078,No,3.47,Low-quality,lytic,checkv & bacphlip
