contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
080613_5_ph_rerun_k141_403725	3282	No	NA	7	3	0	Low-quality	Genome-fragment	3.44	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_285488	3108	No	NA	11	1	0	Low-quality	Genome-fragment	10.02	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_403727	3416	No	NA	9	3	0	Low-quality	Genome-fragment	8.81	AAI-based (high-confidence)	0.0	1.0	
cn_080613_5_ph_rerun_000000000414	8745	No	NA	19	2	0	Low-quality	Genome-fragment	11.34	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_518274	4404	No	NA	11	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_1101641	3203	No	NA	4	1	0	Low-quality	Genome-fragment	8.02	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_53054	3775	No	NA	5	2	0	Low-quality	Genome-fragment	6.39	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_53112	3011	No	NA	4	2	0	Low-quality	Genome-fragment	4.91	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_1803899	6278	No	NA	4	0	0	Low-quality	Genome-fragment	1.43	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_1803936	3093	No	NA	2	2	0	Low-quality	Genome-fragment	5.69	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_752432	3423	No	NA	5	4	0	Low-quality	Genome-fragment	8.48	AAI-based (high-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_987180	8461	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_53598	2578	No	NA	4	1	0	Low-quality	Genome-fragment	6.12	AAI-based (medium-confidence)	0.0	1.01	
080613_5_ph_rerun_k141_53604	2865	Yes	1925	4	1	1	Low-quality	Genome-fragment	4.62	AAI-based (medium-confidence)	32.81	1.0	
080613_5_ph_rerun_k141_173790	4147	No	NA	10	3	0	Low-quality	Genome-fragment	12.23	AAI-based (medium-confidence)	0.0	1.0	
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_37_k141_868500	3721	No	NA	11	2	0	Low-quality	Genome-fragment	7.85	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_404487	3546	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_636633	3478	No	NA	7	3	0	Low-quality	Genome-fragment	3.96	HMM-based (lower-bound)	0.0	1.0	
cn_080613_5_ph_rerun_000000000465	12585	No	NA	20	4	0	Low-quality	Genome-fragment	20.01	HMM-based (lower-bound)	0.0	1.0	
cn_080613_5_ph_rerun_000000000622	65837	No	NA	93	29	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_987726	4616	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
raw-080813-7-mc_raw-080813-7-mc_bin_1_k141_1220346	2736	No	NA	5	5	0	Low-quality	Genome-fragment	6.59	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_1570696	4302	No	NA	9	8	0	Low-quality	Genome-fragment	6.41	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_1102712	2814	No	NA	3	2	0	Low-quality	Genome-fragment	1.96	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_1220453	3958	No	NA	4	3	0	Low-quality	Genome-fragment	7.08	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_636798	3602	No	NA	8	2	0	Low-quality	Genome-fragment	4.48	HMM-based (lower-bound)	0.0	1.01	
080613_5_ph_rerun_k141_988041	3158	No	NA	8	1	0	Low-quality	Genome-fragment	6.78	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_1687152	4520	No	NA	13	2	1	Low-quality	Genome-fragment	4.58	HMM-based (lower-bound)	0.0	1.0	
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_1_k141_988226	3717	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_1805275	5711	No	NA	4	1	0	Low-quality	Genome-fragment	15.33	AAI-based (high-confidence)	0.0	1.0	
cn_080613_5_ph_rerun_000000000158	8243	No	NA	13	6	0	Low-quality	Genome-fragment	12.81	HMM-based (lower-bound)	0.0	1.0	
cn_080613_5_ph_rerun_000000000269	5043	No	NA	7	2	1	Low-quality	Genome-fragment	6.88	HMM-based (lower-bound)	0.0	1.0	
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_130_k141_1221050	5130	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_405497	3567	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_54668	7941	No	NA	5	1	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.01	
cn_080613_5_ph_rerun_000000000077	6133	No	NA	10	4	0	Low-quality	Genome-fragment	5.54	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_1334739	3780	No	NA	5	4	0	Low-quality	Genome-fragment	10.56	AAI-based (medium-confidence)	0.0	1.0	
cn_080613_5_ph_rerun_000000000583	8408	No	NA	13	11	0	Low-quality	Genome-fragment	12.63	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_1687714	2797	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
cn_080613_5_ph_rerun_000000000210	12606	No	NA	13	4	0	Low-quality	Genome-fragment	16.89	HMM-based (lower-bound)	0.0	1.0	
cn_080613_5_ph_rerun_000000000240	5167	No	NA	10	2	0	Low-quality	Genome-fragment	13.58	AAI-based (medium-confidence)	0.0	1.0	
cn_080613_5_ph_rerun_000000000144	8323	No	NA	9	6	0	Low-quality	Genome-fragment	14.29	AAI-based (medium-confidence)	0.0	1.0	
cn_080613_5_ph_rerun_000000000039	32095	No	NA	46	31	0	Medium-quality	Genome-fragment	81.76	AAI-based (high-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_406503	3030	No	NA	6	3	0	Low-quality	Genome-fragment	6.01	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_1806518	5237	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_175822	2641	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_989836	3935	No	NA	3	3	0	Low-quality	Genome-fragment	5.27	HMM-based (lower-bound)	0.0	1.0	
cn_080613_5_ph_rerun_000000000570	34431	No	NA	42	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
cn_080613_5_ph_rerun_000000000108	12041	No	NA	12	8	0	Low-quality	Genome-fragment	17.51	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_1807106	9523	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_176486	3379	No	NA	7	3	0	Low-quality	Genome-fragment	5.89	AAI-based (medium-confidence)	0.0	1.0	
cn_080613_5_ph_rerun_000000000316	6499	No	NA	17	6	0	Low-quality	Genome-fragment	16.68	AAI-based (high-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_1336428	4049	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
cn_080613_5_ph_rerun_000000000279	11174	No	NA	7	5	0	Low-quality	Genome-fragment	48.63	AAI-based (medium-confidence)	0.0	1.01	
cn_080613_5_ph_rerun_000000000140	6150	No	NA	5	5	0	Low-quality	Genome-fragment	14.17	AAI-based (medium-confidence)	0.0	1.0	
cn_080613_5_ph_rerun_000000000421	8738	No	NA	11	6	0	Low-quality	Genome-fragment	17.34	AAI-based (medium-confidence)	0.0	1.0	
raw-080813-7-mc_raw-080813-7-mc_bin_126_k141_1572988	2722	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_990933	3915	No	NA	3	3	0	Low-quality	Genome-fragment	4.23	AAI-based (high-confidence)	0.0	1.0	
cn_080613_5_ph_rerun_000000000456	8863	No	NA	14	2	0	Low-quality	Genome-fragment	13.93	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_408229	4006	Yes	2871	8	3	1	Low-quality	Genome-fragment	5.94	AAI-based (medium-confidence)	28.33	1.0	
080613_5_ph_rerun_k141_522595	7902	No	NA	8	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
cn_080613_5_ph_rerun_000000000348	9870	No	NA	15	2	0	Low-quality	Genome-fragment	3.34	HMM-based (lower-bound)	0.0	1.0	
cn_080613_5_ph_rerun_000000000163	13795	No	NA	21	13	0	Low-quality	Genome-fragment	32.82	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_1105923	2700	No	NA	4	2	0	Low-quality	Genome-fragment	3.63	AAI-based (high-confidence)	0.0	1.0	
cn_080613_5_ph_rerun_000000000427	5620	No	NA	4	2	0	Low-quality	Genome-fragment	2.6	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_408764	2747	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
cn_080613_5_ph_rerun_000000000438	19929	No	NA	31	6	1	Low-quality	Genome-fragment	29.57	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_1337922	2573	No	NA	6	2	0	Low-quality	Genome-fragment	3.82	HMM-based (lower-bound)	0.0	1.0	
cn_080613_5_ph_rerun_000000000631	24071	No	NA	36	18	0	Low-quality	Genome-fragment	36.31	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_178355	4159	No	NA	7	3	0	Low-quality	Genome-fragment	7.98	AAI-based (high-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_1224410	3136	No	NA	2	1	0	Low-quality	Genome-fragment	20.49	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_641650	4304	No	NA	13	4	0	Low-quality	Genome-fragment	8.74	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_1458946	4434	No	NA	2	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
cn_080613_5_ph_rerun_000000000575	5336	No	NA	8	3	0	Low-quality	Genome-fragment	11.6	AAI-based (medium-confidence)	0.0	1.0	
cn_080613_5_ph_rerun_000000000313	26581	No	NA	24	17	0	Low-quality	Genome-fragment	9.48	AAI-based (high-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_410225	2604	No	NA	4	1	0	Low-quality	Genome-fragment	4.85	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_179854	5165	Yes	3094	8	1	1	Low-quality	Genome-fragment	3.56	HMM-based (lower-bound)	40.1	1.0	
080613_5_ph_rerun_k141_1576375	3418	No	NA	6	2	0	Low-quality	Genome-fragment	6.27	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_1692745	3006	No	NA	5	3	0	Low-quality	Genome-fragment	5.52	AAI-based (medium-confidence)	0.0	1.02	
080613_5_ph_rerun_k141_1340434	9043	No	NA	3	1	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
cn_080613_5_ph_rerun_000000000177	8342	No	NA	11	9	0	Low-quality	Genome-fragment	20.96	AAI-based (high-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_411032	2753	No	NA	5	2	0	Low-quality	Genome-fragment	3.8	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_1460595	2611	No	NA	2	1	0	Low-quality	Genome-fragment	6.89	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_1576830	4105	No	NA	4	0	0	Low-quality	Genome-fragment	8.29	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_411092	2622	No	NA	7	3	0	Low-quality	Genome-fragment	4.52	AAI-based (high-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_643171	2676	No	NA	1	0	1	Low-quality	Genome-fragment	1.34	AAI-based (medium-confidence)	0.0	1.01	no viral genes detected
cn_080613_5_ph_rerun_000000000555	8523	No	NA	25	5	0	Low-quality	Genome-fragment	11.69	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_181075	3180	No	NA	3	3	0	Low-quality	Genome-fragment	4.01	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_60979	2640	No	NA	2	1	0	Low-quality	Genome-fragment	3.48	HMM-based (lower-bound)	0.0	1.0	
raw-080813-7-mc_bin_3_k141_181277	3791	No	NA	7	6	0	Low-quality	Genome-fragment	8.71	AAI-based (high-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_1811085	4567	No	NA	5	0	0	Low-quality	Genome-fragment	3.28	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_293137	2920	No	NA	3	0	2	Low-quality	Genome-fragment	0.98	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_526025	2992	No	NA	6	1	0	Low-quality	Genome-fragment	35.33	AAI-based (high-confidence)	0.0	1.01	
080613_5_ph_rerun_k141_995330	2784	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_411931	3195	No	NA	5	3	0	Low-quality	Genome-fragment	8.06	AAI-based (medium-confidence)	0.0	1.0	
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_70_k141_1693761	2705	No	NA	2	1	0	Low-quality	Genome-fragment	2.47	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_876282	10147	No	NA	4	1	0	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	
cn_080613_5_ph_rerun_000000000490	41352	No	NA	70	20	0	Medium-quality	Genome-fragment	85.72	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_1109736	3497	No	NA	4	4	0	Low-quality	Genome-fragment	8.75	AAI-based (high-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_1109751	6448	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
cn_080613_5_ph_rerun_000000000061	8258	No	NA	13	10	0	Low-quality	Genome-fragment	20.01	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_526713	9448	No	NA	6	1	0	Low-quality	Genome-fragment	10.18	AAI-based (medium-confidence)	0.0	1.0	
cn_080613_5_ph_rerun_000000000400	5134	No	NA	6	2	0	Low-quality	Genome-fragment	5.55	AAI-based (high-confidence)	0.0	1.0	
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_95_k141_1811999	4145	No	NA	11	1	0	Low-quality	Genome-fragment	5.1	HMM-based (lower-bound)	0.0	1.0	
cn_080613_5_ph_rerun_000000000232	31248	No	NA	47	11	0	Medium-quality	Genome-fragment	71.58	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_526996	3639	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_1694625	4030	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_1694736	4682	No	NA	7	3	0	Low-quality	Genome-fragment	6.33	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_527302	4498	No	NA	11	6	0	Low-quality	Genome-fragment	7.81	HMM-based (lower-bound)	0.0	1.0	
cn_080613_5_ph_rerun_000000000515	9652	No	NA	21	9	0	Low-quality	Genome-fragment	13.84	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_413173	4859	No	NA	11	2	0	Low-quality	Genome-fragment	5.74	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_1342590	3081	No	NA	3	2	0	Low-quality	Genome-fragment	2.82	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_413214	8678	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_1694987	5086	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
cn_080613_5_ph_rerun_000000000345	6541	No	NA	7	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
cn_080613_5_ph_rerun_000000000181	33308	No	NA	28	17	0	Low-quality	Genome-fragment	43.51	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_1812797	3949	No	NA	7	2	0	Low-quality	Genome-fragment	6.8	HMM-based (lower-bound)	0.0	1.0	
cn_080613_5_ph_rerun_000000000632	5982	No	NA	13	1	0	Low-quality	Genome-fragment	7.83	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_527775	2679	No	NA	4	4	0	Low-quality	Genome-fragment	2.41	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_1695334	3611	No	NA	6	4	0	Low-quality	Genome-fragment	5.81	AAI-based (medium-confidence)	0.0	1.0	
cn_080613_5_ph_rerun_000000000532	8262	No	NA	9	5	0	Low-quality	Genome-fragment	24.93	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_294843	4511	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_762158	3577	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_413702	5159	No	NA	2	1	0	Low-quality	Genome-fragment	9.7	AAI-based (medium-confidence)	0.0	1.0	
cn_080613_5_ph_rerun_000000000554	6714	No	NA	9	7	0	Low-quality	Genome-fragment	14.0	AAI-based (high-confidence)	0.0	1.0	
cn_080613_5_ph_rerun_000000000079	11570	No	NA	17	13	0	Low-quality	Genome-fragment	28.29	AAI-based (high-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_413778	3435	No	NA	4	4	0	Low-quality	Genome-fragment	3.69	AAI-based (high-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_877708	2837	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_877710	3672	No	NA	7	4	0	Low-quality	Genome-fragment	7.62	AAI-based (medium-confidence)	0.0	1.0	
cn_080613_5_ph_rerun_000000000413	6035	No	NA	11	4	0	Low-quality	Genome-fragment	13.85	AAI-based (medium-confidence)	0.0	1.0	
cn_080613_5_ph_rerun_000000000123	49942	No	NA	81	16	0	Low-quality	Genome-fragment	17.82	AAI-based (high-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_1111813	2695	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_1111853	3353	No	NA	6	3	0	Low-quality	Genome-fragment	7.09	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_414639	3049	No	NA	6	1	0	Low-quality	Genome-fragment	4.33	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_1580402	36078	No	NA	35	1	1	Low-quality	Genome-fragment	22.01	AAI-based (medium-confidence)	0.0	1.0	
cn_080613_5_ph_rerun_000000000615	5831	No	NA	9	2	0	Low-quality	Genome-fragment	9.72	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_414705	3944	No	NA	7	2	0	Low-quality	Genome-fragment	7.45	AAI-based (medium-confidence)	0.0	1.0	
cn_080613_5_ph_rerun_000000000025	9582	No	NA	15	6	0	Low-quality	Genome-fragment	20.97	AAI-based (medium-confidence)	0.0	1.01	
080613_5_ph_rerun_k141_998488	3377	No	NA	4	3	0	Low-quality	Genome-fragment	5.71	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_1814161	15904	No	NA	23	1	0	Low-quality	Genome-fragment	4.19	HMM-based (lower-bound)	0.0	1.0	
cn_080613_5_ph_rerun_000000000153	32378	No	NA	26	4	2	Low-quality	Genome-fragment	33.12	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_1465030	4627	No	NA	6	1	0	Low-quality	Genome-fragment	8.88	AAI-based (medium-confidence)	0.0	1.0	
cn_080613_5_ph_rerun_000000000035	6760	No	NA	10	10	0	Low-quality	Genome-fragment	12.28	HMM-based (lower-bound)	0.0	1.0	
cn_080613_5_ph_rerun_000000000402	9215	No	NA	14	7	0	Low-quality	Genome-fragment	21.43	AAI-based (medium-confidence)	0.0	1.0	
cn_080613_5_ph_rerun_000000000116	5898	No	NA	7	5	0	Low-quality	Genome-fragment	8.82	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_647247	5774	No	NA	2	1	0	Medium-quality	Genome-fragment	53.83	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_879240	4533	No	NA	10	4	0	Low-quality	Genome-fragment	8.02	HMM-based (lower-bound)	0.0	1.01	
080613_5_ph_rerun_k141_415599	2521	No	NA	4	4	0	Low-quality	Genome-fragment	5.38	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_879388	7811	No	NA	3	1	0	High-quality	High-quality	95.8	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_530009	3155	No	NA	3	2	0	Low-quality	Genome-fragment	9.23	AAI-based (high-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_1465687	10076	No	NA	13	5	1	Low-quality	Genome-fragment	23.03	AAI-based (high-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_530173	4922	No	NA	11	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_1815038	3963	No	NA	2	0	1	Low-quality	Genome-fragment	4.01	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_415915	3085	No	NA	6	3	0	Low-quality	Genome-fragment	4.32	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_1344599	3327	No	NA	6	4	0	Low-quality	Genome-fragment	5.74	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_764985	4777	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
cn_080613_5_ph_rerun_000000000606	6611	No	NA	12	12	0	Low-quality	Genome-fragment	7.11	AAI-based (high-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_530492	5326	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_73_k141_186345	2750	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_1582614	2619	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
cn_080613_5_ph_rerun_000000000636	8088	No	NA	6	6	0	Low-quality	Genome-fragment	15.81	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_1466960	3468	No	NA	3	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_1345530	4773	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
cn_080613_5_ph_rerun_000000000101	12561	No	NA	19	12	0	Low-quality	Genome-fragment	30.73	AAI-based (high-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_1345587	2574	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_1698562	4154	No	NA	11	6	1	Low-quality	Genome-fragment	9.72	AAI-based (high-confidence)	0.0	1.0	
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_98_k141_649171	3722	No	NA	5	2	0	Low-quality	Genome-fragment	6.22	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_881081	2921	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_417426	2908	No	NA	4	1	0	Low-quality	Genome-fragment	4.42	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_66958	2678	No	NA	4	2	0	Low-quality	Genome-fragment	4.1	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_1816562	5513	No	NA	10	5	0	Low-quality	Genome-fragment	10.58	HMM-based (lower-bound)	0.0	1.01	
raw-080913-8-1-ph_bin_1_k141_67023	4822	No	NA	11	3	0	Low-quality	Genome-fragment	5.97	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_1114955	2817	No	NA	4	0	0	Low-quality	Genome-fragment	6.66	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_1001330	3048	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_67244	4284	No	NA	6	1	0	Low-quality	Genome-fragment	7.28	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_649988	2839	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_67681	4022	No	NA	5	1	0	Low-quality	Genome-fragment	5.06	HMM-based (lower-bound)	0.0	1.0	
cn_080613_5_ph_rerun_000000000502	9139	No	NA	9	1	0	Low-quality	Genome-fragment	17.1	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_1584295	3196	No	NA	3	2	0	Low-quality	Genome-fragment	5.56	AAI-based (medium-confidence)	0.0	1.0	
raw-080613-5-ph_rerun_raw-080613-5-ph_rerun_bin_68_k141_1234301	4448	No	NA	8	4	0	Low-quality	Genome-fragment	8.84	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_188912	4538	No	NA	10	4	0	Low-quality	Genome-fragment	9.09	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_1468876	3836	No	NA	5	5	0	Low-quality	Genome-fragment	8.82	AAI-based (medium-confidence)	0.0	1.0	
080613_5_ph_rerun_k141_650560	4738	No	NA	5	0	0	Low-quality	Genome-fragment	9.93	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_1469032	5075	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_418978	2962	No	NA	4	3	0	Low-quality	Genome-fragment	4.07	HMM-based (lower-bound)	0.0	1.0	
080613_5_ph_rerun_k141_189249	2870	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
080613_5_ph_rerun_k141_1002627	2632	No	NA	6	1	0	Low-quality	Genome-fragment	0.42	HMM-based (lower-bound)	0.0	1.0	
cn_080613_5_ph_rerun_000000000471	7395	No	NA	15	2	0	Low-quality	Genome-fragment	3.0	HMM-based (lower-bound)	0.0	1.0	
